
bcl_ppigremlin,22.15,33005,237350,116,11.85,152.85,17.23,84.37,128.24,23.80,0.01,0.00,0.07,0.07,0.44,0.43,1.52,0.15,21.75,2.00,34.85,110.67,43.54,16.45,88.00,0.00,0.00,34.49,5.31,9.05,1.68,7.39,7.39,0.53,53.51,53.51,4.09,115.05,16.12
ligand_PLP,93.71,67803,510774,63,30.23,326.06,36.72,179.25,317.83,92.61,0.01,0.00,0.14,0.13,0.50,0.50,5.76,0.50,86.21,8.44,72.72,237.91,89.01,33.04,192.18,0.00,0.00,71.18,11.57,17.84,3.34,15.20,15.20,1.12,121.00,121.00,9.49,281.38,38.95
